doi	affiliations	countries	properties
10.1007/978-3-319-71291-8_23	Department of Family Practice The University of British Columbia Centre for Hip Health & Mobility Vancouver Canada	Canada	participatory design,top down,workflow
10.1007/978-3-319-44924-1_10	Department of Electronic and Computer Engineering Technical University of Crete Chania Greece	Greece	body,involvement,ideation,furniture,context,top down,environmental,participatory design
10.1007/978-3-319-39255-4_2	Faculty of Architecture and Town Planning Technion IIT Haifa Israel	Israel	stakeholders,participatory design,top down
10.1007/978-3-642-17319-6_40	Dep. of Information Engineering (DEI) University of Padova Padova Italy	Italy	environmental,top down
10.1007/978-3-319-24624-6_6	Department of Corporate Communications Quadriga University of Applied Sciences Berlin Germany	Germany	furniture,ideation,top down
10.1007/s11912-018-0670-5	School of Electrical Engineering and Computer Science Washington State University Pullman USA;School of Electrical Engineering and Computer Science Washington State University Pullman USA;Geriatric Service, Department of Medicine Memorial Sloan Kettering Cancer Center New York USA	United States	body,stakeholders,top down
10.1007/978-3-319-40238-3_20	Link Campus University Rome Italy;ISIA Roma Design Rome Italy	Italy	furniture,stakeholders,participatory design,top down
10.1007/s12221-017-7042-x	Department of Organic Materials and Fiber Engineering Soongsil University Seoul Korea	Unknown	body,clothes,top down,furniture
10.1007/s11050-009-9052-8	ILLC, University of Amsterdam Amsterdam The Netherlands;Diemen The Netherlands	Netherlands	involvement,top down
10.1007/s40436-017-0200-y	Department of Mechanical and Industrial Engineering Norwegian University of Science and Technology Trondheim Norway	Norway	body,involvement,top down
10.1007/978-3-319-60672-9_4	Department Graphical Digital Media Artevelde University College Ghent Ghent Belgium;Department of Industrial Design Eindhoven University of Technology Eindhoven The Netherlands	Belgium;Netherlands	body,involvement,top down,wearables
10.1007/978-3-319-24258-3_67	ICT Department Universitat Pompeu Fabra Barcelona Spain;Departamento de Telematica Universidad del Cauca Popayan Colombia	Colombia;Spain	body,top down,diversity,participatory design,wearables
10.1007/978-3-319-25559-0_8	University of Oxford Oxford UK;Haute Autorite de Sante Paris France	France	body,ideation,stakeholders,context,top down
10.1057/9781137505545_7		Unknown	body,top down
10.1007/978-3-319-73888-8_116	Design Department Politecnico di Milano Milan Italy	Italy	body,involvement,participatory design,top down
10.1007/s35784-018-0013-9		Unknown	body,prototype,top down
10.1007/978-1-4471-2804-5_22	Iidabashi First Tower 31F Morpho, Inc. Tokyo Japan	Japan	diversity,participatory design,top down
10.1007/978-1-4471-5508-9_22	Faculty of Economics and Graduate School of Economics University of Nagasaki Nagasaki Japan	Japan	body,involvement,ideation,top down
10.1007/978-1-137-53010-3_3		Unknown	body,top down
10.1007/978-3-319-60919-5_1	COdesignLab Naples Italy	Italy	body,prototype,top down,environmental,participatory design
10.1007/978-3-319-48342-9_10	Tilburg Institute for Law, Technology and Society (TILT) Tilburg University Tilburg The Netherlands	Netherlands	body,top down
10.1007/978-3-642-34422-0_12	Department of Information Technologies University of Hradec Kralove Hradec Kralove Czech Republic	Czech Republic	body,involvement,top down
10.1007/978-981-10-4035-1_7	Dubai UAE;Informap Production LLC Dubai UAE	Unknown	body,involvement,top down
10.1007/978-3-319-67636-4_2	DAMA-UPC Data Management Universitat Politecnica de Catalunya Barcelona Spain;Department of Software and Computer Systems Royal Institute of Technology Stockholm Sweden	Spain;Sweden	stakeholders,participatory design,top down
10.1007/978-3-319-04406-4_11	Adaptive Systems Research Group University of Hertfordshire Hatfield United Kingdom	United Kingdom	body,stakeholders,top down
10.1007/s10853-017-1036-3	Material Science and Engineering College Northeast Forestry University Harbin China;Key Laboratory of Bio-based Material Science and Technology of Ministry of Education Northeast Forestry University Harbin China	China	furniture,top down
10.1007/s13132-018-0518-0	Department of Mechanical Engineering University of Western Macedonia Kozani Greece;Nottingham Busienss School Nottingham Trent University Nottingham UK;Management of Innovation in Food Enterprises, Department of Food Science & Nutrition University of the Aegean Lemnos Greece	Greece;Macedonia	furniture,participatory design,top down
10.1007/978-3-319-70866-9_6	Cornell University Ithaca USA	United States	body,furniture,top down,environmental,participatory design
10.1007/978-3-319-44215-0_27	Software Engineering Department ALHOSN University Abu Dhabi UAE	Unknown	body,furniture,stakeholders,top down,wearables
10.1007/978-3-662-48645-0_16	CREB-Technical University of Catalonia Barcelona Spain;CBIM-CBIM Consorzio di Bioingegneria E Informatica Medica Pavia Italy;National Neurological Institute Mondino and University of Pavia Pavia Italy	Italy;Spain	body,involvement,stakeholders,top down,feedback,participatory design
10.1007/s11042-016-4116-5	Department of Multimedia Engineering Dongguk University-Seoul Seoul Republic of Korea;Department of Digital Media Technology, College of Information Engineering North China University of Technology Beijing China;Department of Computer and Information Science University of Macau Macau China;Agency for Defense Development Daejeon Republic of Korea	China	body,stakeholders,top down,diversity,environmental,participatory design
10.5822/978-1-61091-686-8_5		Unknown	body,top down
10.1007/978-1-4842-2988-0_6	Bangalore India	India	body,top down
10.1007/978-0-387-77234-9_9		Unknown	furniture,participatory design,top down,workflow
10.1007/978-981-10-5305-4_10	Indian Medical Association Haryana India	India	involvement,top down
10.1007/978-3-319-27149-1_42	Robotics and Cybernetics Research Group Center for Automation and Robotics Madrid Spain;Max Planck Institute for Biological Cybernetics Tubingen Germany;Institute for Systems and Robotics, Instituto Superior Tcnico Universidade de Lisboa Lisboa Portugal	Germany;Portugal;Spain	body,top down,context
10.1007/978-3-319-92037-5_19	Autonomous System and Advanced, Robotics Research Centre University of Salford Manchester UK;Research and Development Salford Royal NHS Foundation Trust Salford, Manchester UK	Unknown	body,stakeholders,top down
10.1007/978-1-4471-7278-9_2	Carnegie Mellon University Pittsburgh USA	United States	body,top down
10.1007/s00779-012-0611-5	CPSLAB, ASRI, School of Electrical Engineering and Computer Science Seoul National University Seoul Korea	Unknown	furniture,stakeholders,top down
10.1007/978-3-319-20804-6_29	National Yunlin University of Science and Technology Douliu City Taiwan	Taiwan	furniture,participatory design,top down
10.1007/978-3-319-19551-3_10	Auto-ID Lab The University of Adelaide Adelaide Australia	Australia	body,top down
10.1007/978-3-319-45438-2_16	Department Sustainable Productivity & Employability TNO Leiden Netherlands;Gispen Culemborg Netherlands;Institute for Corporate Development Bern University of Applied Sciences Bern Switzerland	Netherlands;Switzerland	body,involvement,ideation,furniture,top down,environmental,participatory design
10.1007/978-3-319-26718-0_1	Department of Computer Science and Engineering, Faculty of Engineering and Technology Jamia Hamdard University New Delhi India	India	body,top down
10.1007/s11704-017-6520-z	Nanjing Telecommunication Technology Research Institute National University of Defense Technology Nanjing China;Science and Technology on Information Systems Engineering Laboratory National University of Defense Technology Changsha China	China	environmental,involvement,top down,body
10.1007/978-3-319-16841-8_33	German Research Center for Artificial Intelligence (DFKI) Kaiserslautern Germany	Germany	furniture,top down
10.1007/s10111-012-0231-x	School of Computing Edinburgh Napier University Edinburgh UK	Unknown	body,top down
10.1057/udi.2012.7	School of Built Environment, Curtin University of Technology Perth Australia	Australia	body,stakeholders,participatory design,top down
10.1007/s10854-018-9729-1	Zhejiang Provincial Key Laboratory of Industrial Textile Materials & Manufacturing Technology, College of Materials and Textiles Zhejiang Sci-Tech University Hangzhou People's Republic of China	China	body,top down,wearables
10.1007/978-3-319-62852-3_8	Lebanese American University Beirut Lebanon	Lebanon	body,top down
10.1007/s10798-017-9412-5	School of Engineering Education Purdue University West Lafayette USA;School of Visual and Performing Arts Purdue University West Lafayette USA	United States	environmental,participatory design,top down,body
10.1007/978-3-319-39198-4_2	Faculte de Droit (Visiting Researcher) University of Namur, CRIDS Namur Belgium	Belgium	environmental,top down,body
10.1007/s11760-012-0346-9	System Architectures Group, Dipartimento di Elettronica e Informazione Politecnico di Milano Milan Italy;Institute for Human Machine Communication Technische Universitat Munchen Munich Germany;Division of Information Systems FOI, Swedish Defense Research Agency Linkoping Sweden;Wire Communications Laboratory, Electrical and Computer Engineering Department University of Patras Rion, Patras Greece	Germany;Greece;Italy;Sweden	body,participatory design,top down
10.1007/978-0-230-11550-7_8		Unknown	body,stakeholders,top down,wearables
10.1007/978-981-10-1002-6_5	Energy Research Institute Nanyang Technological University Singapore Singapore	Singapore	environmental,participatory design,top down,body
10.1007/978-3-319-20804-6_60	Faculty EEMCS, Human Media Interaction University of Twente Enschede The Netherlands	Netherlands	body,involvement,furniture,top down,context,wearables
10.1007/s10853-015-9585-9	Research Institute of Wood Industry Chinese Academy of Forestry, Key Lab of Wood Science and Technology of State Forestry Administration Beijing China;Center for Renewable Carbon University of Tennessee Knoxville USA	China	body,involvement,furniture,top down,wearables
10.1057/978-1-137-32008-7_3	School of Education National University of Ireland Galway Galway Ireland	Ireland	body,participatory design,ideation,top down
10.1007/978-3-319-33798-2_2	BuroHappold London UK	Unknown	stakeholders,top down
10.1007/978-3-319-12922-8_9	ATR Intelligent Robotics and Communication Laboratories Kyoto Japan	Japan	environmental,top down,body,social robotics
10.1007/978-3-642-28783-1_31	Universidad de Murcia Murcia Spain	Spain	body,stakeholders,top down,context,wearables
10.1007/978-3-319-20804-6_39	School of Applied Arts Hellenic Open University Patras Greece;Griik Architects and Designers Patras Greece;Department of Architecture University of Patras Patras Greece	Greece	furniture,ideation,context,top down,participatory design
10.1007/978-3-642-39470-6_20	Japan Advanced Institute of Science and Technology Japan;VNU-University of Engineering and Technology Vietnam	Japan;Viet Nam	body,participatory design,top down
10.1007/978-3-642-02556-3_2	No.1, Ling-Tung Rd., Ling Tung University Taichung City Taiwan	Taiwan	body,participatory design,top down,furniture
10.1007/978-3-319-47361-1_8	Dipartimento di Energia, Ingegneria dell'informazione e Modelli maematici (DEIM) University of Palermo Palermo Italy	Italy	body,participatory design,top down,context
10.1007/978-3-642-34327-8_6	Graduate School of System Design Tokyo Metropolitan University Hino Japan;Faculty of Engineering Kogakuin University Shinjuku Japan	Japan	body,top down
10.1007/978-3-319-64218-5_29	IMC Krems Donau Austria	Austria	body,participatory design,top down
10.1007/978-3-642-40757-4_1	State Grid Energy Research Institute Beijing People's Republic of China;University of Delaware Newark USA	China	body,ideation,top down
10.1057/9780230235441_10		Unknown	environmental,involvement,top down
10.1007/978-3-319-20916-6_67	The BioRobotics Institute Scuola Superiore Sant'Anna Pisa Italy	Italy	body,stakeholders,top down
10.1007/978-3-319-46774-0_10	Department of Thematic Studies - Child Studies Linkoping University Linkoping Sweden;Department of Sociology Örebro University Örebro Sweden;Department of Child and Youth Studies Stockholm University Stockholm Sweden;School of Education and Communication Jonkoping University Jonkoping Sweden	Sweden	body,top down,furniture
